path_name,size
/images/florianopolis.jpg,1297204
/images/florianopolis2.jpg,863828
/images/jeri.jpg,2274894
/images/jeri2.jpg,1845652
/images/minas-gerais-2.jpg,3019753
/images/minas-gerais.jpg,2369987
/images/paraiba.jpg,2493277
/images/paraiba2.jpg,2223474
